age,income,loan_amount,loan_tenure,employment_type,cibil_score,existing_loans,education,loan_purpose,monthly_emi,emi_to_income,default
30,93006,1927025,60,Salaried,477,3,Post-Graduate,Personal,32450.48,0.3489,1
33,29779,95704,12,Self-Employed,311,0,Under-Graduate,Home,8037.59,0.2699,0
57,197112,866445,48,Self-Employed,755,2,Post-Graduate,Vehicle,18280.77,0.0927,0
58,36630,392135,48,Salaried,548,2,Graduate,Personal,8241.35,0.225,0
44,120575,1955266,12,Business,747,3,Graduate,Vehicle,164253.91,1.3623,1
22,130436,1439068,24,Self-Employed,869,0,Graduate,Personal,60551.55,0.4642,1
42,158250,276884,24,Self-Employed,303,4,Post-Graduate,Vehicle,11664.69,0.0737,1
37,166007,1266424,48,Self-Employed,535,1,Graduate,Business,26581.15,0.1601,0
56,193330,1370780,24,Self-Employed,472,4,Graduate,Vehicle,57768.74,0.2988,1
34,37784,1570384,12,Salaried,621,1,Post-Graduate,Vehicle,131754.51,3.487,0
30,169099,1097640,48,Business,670,1,Post-Graduate,Home,23189.91,0.1371,0
55,127167,974159,12,Business,847,0,Graduate,Home,82344.0,0.6475,1
45,82359,793470,24,Business,595,1,Graduate,Home,33483.63,0.4066,1
23,93608,362067,12,Business,699,2,Graduate,Vehicle,30490.71,0.3257,0
58,30111,128563,24,Salaried,357,1,Under-Graduate,Business,5403.88,0.1795,1
37,178384,1757966,24,Self-Employed,829,1,Post-Graduate,Personal,74191.12,0.4159,0
32,39161,1188355,12,Self-Employed,847,3,Post-Graduate,Home,100458.74,2.5653,1
44,133920,1787225,24,Salaried,707,3,Post-Graduate,Education,75062.54,0.5605,0
49,119823,987243,36,Self-Employed,812,0,Post-Graduate,Vehicle,27712.69,0.2313,0
63,140014,149704,12,Salaried,363,0,Graduate,Business,12591.28,0.0899,0
45,145466,1360333,36,Business,873,2,Post-Graduate,Business,38151.28,0.2623,0
56,82313,160234,12,Salaried,719,3,Under-Graduate,Home,13487.0,0.1639,0
46,196446,1422407,24,Self-Employed,445,4,Under-Graduate,Home,60132.16,0.3061,1
58,170086,86491,24,Self-Employed,571,0,Graduate,Education,3635.58,0.0214,1
21,95308,800909,48,Self-Employed,316,0,Graduate,Education,16865.35,0.177,0
40,61389,1957123,48,Business,397,3,Post-Graduate,Home,41368.51,0.6739,0
48,164233,954367,36,Salaried,751,3,Graduate,Personal,26792.1,0.1631,0
36,122800,1444498,24,Salaried,542,2,Graduate,Home,61021.81,0.4969,0
37,153562,972285,48,Self-Employed,778,3,Graduate,Home,20400.9,0.1329,1
60,134547,1119024,24,Salaried,500,1,Under-Graduate,Business,47307.14,0.3516,0
48,39502,554393,12,Self-Employed,772,4,Post-Graduate,Home,46579.61,1.1792,1
32,50757,1412270,48,Salaried,478,1,Graduate,Home,29858.71,0.5883,0
47,56111,1672158,36,Business,807,1,Post-Graduate,Home,46826.45,0.8345,0
62,113273,333590,48,Business,752,1,Post-Graduate,Personal,7021.86,0.062,0
50,73645,388723,24,Salaried,569,0,Post-Graduate,Business,16346.42,0.222,0
61,125218,790749,60,Business,533,1,Under-Graduate,Vehicle,13314.59,0.1063,0
54,74055,951111,60,Business,785,0,Post-Graduate,Vehicle,15990.62,0.2159,0
57,134815,1184191,24,Business,877,3,Post-Graduate,Vehicle,50067.15,0.3714,0
26,155070,67101,12,Self-Employed,637,4,Graduate,Vehicle,5643.27,0.0364,0
27,174978,1033682,48,Salaried,747,4,Graduate,Business,21795.84,0.1246,1
52,116026,340160,60,Salaried,883,1,Under-Graduate,Home,5713.62,0.0492,0
52,85192,1772868,12,Self-Employed,656,4,Post-Graduate,Vehicle,149738.88,1.7577,0
45,196549,1536445,24,Self-Employed,348,0,Under-Graduate,Home,64734.75,0.3294,0
53,182973,664769,12,Business,795,3,Post-Graduate,Vehicle,56218.89,0.3073,0
27,67021,627090,24,Salaried,645,1,Under-Graduate,Personal,26395.13,0.3938,0
32,44092,1892557,48,Self-Employed,592,2,Post-Graduate,Home,39755.34,0.9016,0
36,147314,260005,12,Business,449,4,Graduate,Business,21874.01,0.1485,1
36,121843,1779298,48,Salaried,881,4,Under-Graduate,Personal,37543.49,0.3081,0
63,147903,1670706,12,Business,844,1,Graduate,Personal,140918.37,0.9528,0
56,65721,96539,24,Salaried,559,4,Post-Graduate,Business,4075.37,0.062,1
33,43511,1656581,24,Business,621,4,Under-Graduate,Personal,69526.63,1.5979,0
27,87782,1022100,12,Salaried,376,2,Graduate,Home,86154.77,0.9815,1
56,112003,820569,24,Salaried,409,0,Graduate,Education,34683.9,0.3097,0
29,164374,466232,36,Salaried,846,1,Graduate,Education,13048.87,0.0794,0
52,70568,1284848,36,Salaried,722,1,Post-Graduate,Vehicle,35956.21,0.5095,0
31,149304,1572060,48,Business,693,2,Under-Graduate,Vehicle,33165.17,0.2221,0
28,117062,1552079,36,Self-Employed,534,2,Graduate,Home,43513.97,0.3717,0
53,119301,165042,36,Salaried,629,0,Post-Graduate,Business,4640.22,0.0389,0
43,66507,177922,60,Salaried,624,3,Post-Graduate,Home,2998.61,0.0451,0
45,139277,142447,60,Salaried,450,1,Post-Graduate,Vehicle,2409.45,0.0173,1
28,144999,1444122,60,Salaried,845,4,Under-Graduate,Personal,24407.48,0.1683,0
42,115128,1403327,60,Business,331,0,Post-Graduate,Home,23676.87,0.2057,1
24,25683,1257269,24,Self-Employed,571,1,Post-Graduate,Home,52849.68,2.0578,1
60,38664,1111399,48,Self-Employed,667,0,Under-Graduate,Business,23359.04,0.6042,1
23,117364,1128562,48,Self-Employed,791,3,Under-Graduate,Vehicle,23841.31,0.2031,0
49,179244,695970,36,Business,615,1,Post-Graduate,Home,19555.68,0.1091,0
61,79340,1687189,48,Self-Employed,889,4,Post-Graduate,Personal,35615.29,0.4489,0
49,102236,1608695,36,Business,887,1,Graduate,Personal,45151.4,0.4416,0
54,26017,1488645,48,Business,871,0,Under-Graduate,Education,31246.83,1.201,1
54,51613,300476,12,Salaried,896,3,Under-Graduate,Vehicle,25276.02,0.4897,0
48,45348,1156347,12,Business,667,0,Graduate,Personal,97134.07,2.142,0
33,162520,1153549,48,Self-Employed,379,0,Post-Graduate,Business,24349.06,0.1498,0
35,24491,1768626,24,Self-Employed,471,2,Post-Graduate,Vehicle,74614.22,3.0466,1
43,136070,1924115,36,Self-Employed,557,0,Post-Graduate,Personal,53843.34,0.3957,1
64,73759,1680752,48,Salaried,578,3,Post-Graduate,Home,35430.42,0.4804,1
46,190625,1633820,36,Salaried,803,4,Graduate,Vehicle,46017.05,0.2414,0
24,147040,1185415,60,Salaried,857,2,Under-Graduate,Personal,20003.44,0.136,0
46,15368,217605,48,Business,790,0,Under-Graduate,Home,4582.97,0.2982,0
60,50010,1062714,24,Self-Employed,884,1,Post-Graduate,Education,44690.03,0.8936,0
29,50851,566754,60,Business,865,2,Graduate,Vehicle,9578.7,0.1884,0
25,137761,1199707,48,Business,636,3,Post-Graduate,Vehicle,25248.58,0.1833,0
52,171568,1428314,12,Self-Employed,820,1,Post-Graduate,Personal,120668.13,0.7033,0
40,142152,762261,48,Salaried,625,3,Graduate,Education,16089.93,0.1132,0
31,177008,585807,12,Self-Employed,471,1,Graduate,Business,49474.75,0.2795,0
35,93858,736475,12,Business,383,4,Under-Graduate,Personal,62288.29,0.6636,1
52,82005,1033770,48,Business,823,3,Under-Graduate,Personal,21814.84,0.266,0
48,52493,51832,48,Salaried,780,1,Post-Graduate,Business,1087.34,0.0207,1
42,182462,1008872,12,Business,843,3,Post-Graduate,Business,84777.08,0.4646,0
61,25292,1580217,36,Business,717,2,Under-Graduate,Business,44200.42,1.7476,1
37,107377,1736786,60,Self-Employed,638,3,Graduate,Business,29185.22,0.2718,1
46,174437,155474,24,Salaried,619,3,Post-Graduate,Business,6524.59,0.0374,0
64,163279,644003,48,Self-Employed,603,1,Post-Graduate,Home,13562.26,0.0831,0
27,116735,908267,60,Self-Employed,571,3,Graduate,Home,15242.26,0.1306,0
62,37912,1696230,60,Self-Employed,413,4,Post-Graduate,Business,28570.3,0.7536,1
46,95771,87570,36,Business,706,0,Graduate,Education,2466.94,0.0258,0
45,122293,531193,60,Business,325,2,Under-Graduate,Education,8967.47,0.0733,0
30,114083,711975,48,Salaried,536,1,Under-Graduate,Business,15048.38,0.1319,0
39,128655,1136887,60,Business,609,3,Under-Graduate,Home,19110.23,0.1485,0
31,165348,1450965,48,Salaried,532,3,Under-Graduate,Education,30563.74,0.1848,0
33,112459,677475,48,Self-Employed,848,3,Under-Graduate,Home,14245.63,0.1267,0
28,151606,1908442,12,Self-Employed,564,2,Post-Graduate,Personal,160751.54,1.0603,1
60,181742,1185455,36,Business,312,0,Under-Graduate,Home,33301.7,0.1832,0
24,126695,590027,24,Business,795,4,Post-Graduate,Business,24755.77,0.1954,0
51,182558,116202,12,Salaried,615,4,Post-Graduate,Vehicle,9766.88,0.0535,1
48,49268,148580,24,Business,683,1,Graduate,Business,6268.46,0.1272,0
31,122338,1847355,48,Business,615,0,Post-Graduate,Personal,38991.03,0.3187,0
63,41336,1178175,12,Business,555,0,Post-Graduate,Home,99301.7,2.4023,1
21,18641,739009,60,Self-Employed,740,2,Under-Graduate,Education,12426.73,0.6666,0
58,102132,805724,60,Business,414,3,Under-Graduate,Business,13563.59,0.1328,1
44,47959,1014949,24,Business,598,0,Graduate,Education,42605.32,0.8884,1
51,159378,1739634,48,Self-Employed,423,3,Graduate,Home,36771.87,0.2307,1
61,192254,1400190,24,Self-Employed,555,2,Post-Graduate,Personal,59152.52,0.3077,0
46,89123,1435685,36,Self-Employed,346,1,Graduate,Business,40167.81,0.4507,0
25,36498,1486052,60,Self-Employed,762,1,Under-Graduate,Education,24967.01,0.6841,1
40,85198,753981,12,Business,649,3,Under-Graduate,Business,63554.89,0.746,1
61,42197,1490401,12,Business,422,3,Under-Graduate,Business,125268.65,2.9687,1
31,166791,1000430,12,Business,330,0,Post-Graduate,Education,84574.13,0.5071,1
53,123775,1883915,60,Salaried,354,2,Post-Graduate,Personal,31805.61,0.257,1
58,40032,1737164,48,Self-Employed,452,1,Graduate,Business,36514.61,0.9121,1
47,74624,350141,60,Business,755,0,Under-Graduate,Personal,5874.88,0.0787,0
54,93177,241012,60,Business,585,4,Post-Graduate,Personal,4070.41,0.0437,0
35,56964,746084,12,Business,335,0,Post-Graduate,Home,62807.88,1.1026,1
52,176100,934237,60,Self-Employed,555,3,Graduate,Education,15757.77,0.0895,0
41,126030,212776,12,Self-Employed,477,4,Under-Graduate,Home,17891.95,0.142,1
25,69646,434346,48,Self-Employed,847,0,Under-Graduate,Vehicle,9119.97,0.1309,1
26,96187,1520183,36,Business,553,2,Graduate,Home,42746.46,0.4444,0
58,154608,1057227,12,Self-Employed,807,1,Graduate,Business,89020.22,0.5758,1
42,132399,816230,24,Business,320,4,Graduate,Business,34302.96,0.2591,1
38,71747,52526,36,Salaried,374,2,Graduate,Business,1470.46,0.0205,1
34,60712,992190,48,Self-Employed,759,0,Under-Graduate,Vehicle,20908.42,0.3444,0
30,152345,1958347,36,Self-Employed,477,3,Under-Graduate,Personal,55090.09,0.3616,0
33,86820,1367294,12,Business,681,3,Graduate,Business,114970.33,1.3242,0
51,140342,320877,48,Self-Employed,336,2,Post-Graduate,Home,6770.46,0.0482,0
50,106228,362434,24,Self-Employed,419,3,Post-Graduate,Personal,15225.14,0.1433,1
23,89353,384937,12,Business,300,1,Under-Graduate,Home,32382.4,0.3624,0
50,107091,86051,12,Business,610,2,Under-Graduate,Home,7263.24,0.0678,0
26,100914,65909,48,Business,507,2,Graduate,Business,1389.81,0.0138,0
49,196902,532898,48,Salaried,453,3,Post-Graduate,Home,11201.08,0.0569,0
28,121718,1175914,36,Business,614,2,Under-Graduate,Vehicle,32915.29,0.2704,0
64,163199,1958440,24,Self-Employed,606,0,Post-Graduate,Personal,82174.56,0.5035,0
63,26539,1619127,36,Salaried,803,4,Graduate,Business,45589.64,1.7178,0
64,192833,1388853,36,Business,819,4,Under-Graduate,Business,38860.6,0.2015,0
53,61219,1805507,12,Salaried,396,3,Under-Graduate,Home,151605.97,2.4765,1
37,160764,653350,48,Salaried,789,1,Post-Graduate,Home,13729.16,0.0854,0
31,28334,1280556,12,Self-Employed,306,1,Post-Graduate,Education,107820.74,3.8053,1
33,174687,454494,24,Salaried,311,3,Under-Graduate,Education,19188.13,0.1098,1
31,22903,423690,36,Business,813,3,Post-Graduate,Business,11871.9,0.5184,1
51,174599,1674322,24,Salaried,648,2,Post-Graduate,Business,70544.48,0.404,0
48,161701,1031769,48,Salaried,306,1,Graduate,Home,21654.68,0.1339,0
64,73008,1940423,48,Self-Employed,799,4,Post-Graduate,Vehicle,40851.47,0.5595,0
26,114318,796447,60,Self-Employed,774,3,Under-Graduate,Vehicle,13382.26,0.1171,1
61,172780,890592,24,Business,823,4,Graduate,Home,37420.69,0.2166,1
36,156932,1415119,12,Self-Employed,356,4,Under-Graduate,Education,119073.25,0.7588,1
24,163510,861730,24,Business,889,1,Graduate,Education,36372.59,0.2224,0
55,82300,281946,36,Business,885,4,Graduate,Vehicle,7932.6,0.0964,0
46,144263,727551,48,Self-Employed,532,2,Post-Graduate,Business,15310.78,0.1061,0
32,35842,1548756,48,Salaried,329,2,Post-Graduate,Home,32512.76,0.9071,0
31,57372,1262740,24,Self-Employed,666,1,Under-Graduate,Business,53088.0,0.9253,0
57,129316,139407,24,Salaried,355,2,Post-Graduate,Education,5871.81,0.0454,1
45,113971,1304905,24,Salaried,309,3,Graduate,Vehicle,55127.44,0.4837,1
38,53744,547165,36,Business,446,1,Post-Graduate,Business,15422.99,0.287,0
39,131082,1685377,36,Business,663,4,Under-Graduate,Education,47376.83,0.3614,1
43,72442,887529,12,Self-Employed,898,3,Graduate,Education,74669.96,1.0308,0
58,144070,997783,24,Salaried,552,1,Under-Graduate,Education,42091.7,0.2922,1
38,100990,1768340,12,Self-Employed,552,4,Post-Graduate,Business,148756.97,1.473,1
46,136670,513238,60,Business,742,4,Graduate,Personal,8655.58,0.0633,0
26,121917,609486,36,Salaried,639,4,Under-Graduate,Vehicle,17077.43,0.1401,0
24,18650,1323871,48,Self-Employed,815,4,Post-Graduate,Education,27825.88,1.492,0
64,60117,1085702,60,Self-Employed,652,4,Post-Graduate,Business,18227.01,0.3032,0
49,106244,1935005,48,Business,622,1,Under-Graduate,Home,40722.5,0.3833,0
54,198844,1046196,60,Business,439,2,Graduate,Vehicle,17642.67,0.0887,0
37,18190,1028536,12,Business,744,4,Under-Graduate,Home,86846.15,4.7744,0
63,63113,1887187,12,Business,394,3,Post-Graduate,Home,159376.02,2.5252,0
63,154861,1100595,36,Self-Employed,852,1,Under-Graduate,Business,31028.74,0.2004,0
36,47125,655743,48,Business,719,0,Post-Graduate,Personal,13762.38,0.292,0
22,145000,790599,60,Business,813,2,Graduate,Business,13318.64,0.0919,0
54,163531,199776,24,Self-Employed,449,3,Under-Graduate,Business,8415.66,0.0515,1
28,181490,1247678,24,Self-Employed,852,4,Graduate,Vehicle,52681.7,0.2903,1
33,126904,439027,36,Salaried,650,1,Under-Graduate,Business,12303.56,0.097,0
62,193157,905877,48,Self-Employed,415,1,Post-Graduate,Vehicle,19009.16,0.0984,1
28,33768,909983,24,Salaried,536,4,Graduate,Education,38267.87,1.1333,1
50,196033,53420,36,Business,569,3,Post-Graduate,Vehicle,1505.95,0.0077,1
52,96099,896307,36,Salaried,590,1,Under-Graduate,Business,25250.01,0.2628,0
56,173957,228725,48,Salaried,733,2,Post-Graduate,Education,4812.57,0.0277,0
50,102421,591028,24,Business,308,3,Under-Graduate,Education,24970.17,0.2438,0
21,21895,1425983,24,Business,774,4,Graduate,Personal,59828.28,2.7325,1
63,196383,1728653,24,Business,821,3,Post-Graduate,Business,72695.98,0.3702,0
59,86017,1063368,12,Salaried,836,3,Post-Graduate,Home,89741.47,1.0433,0
37,38932,1032063,24,Self-Employed,310,0,Under-Graduate,Business,43368.67,1.114,1
40,36360,593753,60,Self-Employed,626,4,Under-Graduate,Home,9978.22,0.2744,0
44,69847,494648,12,Self-Employed,894,2,Under-Graduate,Personal,41791.51,0.5983,0
42,105365,1626995,12,Business,575,4,Graduate,Business,137182.74,1.302,1
49,100468,584940,12,Business,669,0,Post-Graduate,Personal,49471.72,0.4924,0
42,53931,508189,12,Self-Employed,789,4,Under-Graduate,Home,42678.94,0.7914,0
64,70823,1840979,36,Business,644,4,Under-Graduate,Vehicle,51630.99,0.729,0
29,53032,359815,60,Salaried,667,2,Post-Graduate,Business,6052.45,0.1141,0
57,33807,1343865,48,Salaried,610,0,Graduate,Education,28389.18,0.8397,0
30,157839,139342,24,Business,784,4,Post-Graduate,Education,5856.97,0.0371,0
56,154143,1379891,12,Self-Employed,314,4,Under-Graduate,Personal,116096.23,0.7532,1
57,68413,1315777,48,Self-Employed,303,1,Post-Graduate,Vehicle,27627.4,0.4038,0
48,172221,1358396,36,Salaried,675,4,Under-Graduate,Education,38228.6,0.222,0
48,30540,1285340,48,Business,668,2,Under-Graduate,Education,27009.48,0.8844,0
62,85248,108541,12,Self-Employed,764,1,Post-Graduate,Business,9110.53,0.1069,0
63,125494,59470,60,Self-Employed,832,0,Post-Graduate,Education,1001.37,0.008,0
41,100435,1082657,48,Business,436,3,Graduate,Home,22779.3,0.2268,1
44,34787,1815280,12,Business,662,2,Under-Graduate,Personal,152505.72,4.384,1
62,35982,618596,12,Self-Employed,515,0,Under-Graduate,Education,51950.72,1.4438,1
60,37606,185669,24,Business,667,1,Under-Graduate,Business,7845.58,0.2086,0
22,156222,1725704,24,Business,416,3,Under-Graduate,Home,72424.35,0.4636,1
28,127223,211860,60,Business,478,0,Under-Graduate,Education,3557.46,0.028,0
47,61936,1032524,24,Self-Employed,545,2,Post-Graduate,Personal,43396.5,0.7007,0
42,108286,1148053,60,Salaried,427,1,Under-Graduate,Personal,19413.71,0.1793,1
57,154665,682549,36,Business,657,2,Post-Graduate,Personal,19099.58,0.1235,0
47,163430,676754,36,Self-Employed,377,2,Graduate,Education,19051.88,0.1166,0
49,52381,345215,24,Salaried,592,1,Under-Graduate,Home,14586.78,0.2785,1
23,136465,513819,36,Self-Employed,381,4,Graduate,Vehicle,14412.85,0.1056,1
64,43074,1553715,48,Self-Employed,641,2,Post-Graduate,Personal,32664.13,0.7583,1
33,166667,120560,48,Self-Employed,637,1,Post-Graduate,Home,2542.59,0.0153,0
30,59194,829680,48,Salaried,877,2,Graduate,Business,17501.44,0.2957,0
56,195449,1884142,36,Self-Employed,395,4,Under-Graduate,Business,53026.38,0.2713,1
29,41853,1549284,48,Salaried,444,1,Post-Graduate,Home,32715.33,0.7817,1
47,88719,1523562,60,Business,876,0,Post-Graduate,Business,25618.78,0.2888,0
54,166733,1437482,12,Salaried,820,0,Post-Graduate,Business,121274.53,0.7274,0
21,196565,1265047,24,Self-Employed,696,0,Post-Graduate,Personal,53120.95,0.2702,0
52,133724,564295,60,Salaried,656,3,Post-Graduate,Education,9507.64,0.0711,0
45,182567,1342989,48,Self-Employed,485,2,Post-Graduate,Education,28308.36,0.1551,1
49,28703,1287087,12,Business,842,2,Graduate,Education,108116.86,3.7667,0
27,199152,1625233,24,Salaried,450,1,Under-Graduate,Education,68212.67,0.3425,1
23,176887,1470683,60,Business,618,3,Under-Graduate,Home,24714.57,0.1397,0
40,175637,1327205,24,Salaried,358,2,Under-Graduate,Personal,55862.7,0.3181,0
40,132491,836960,36,Self-Employed,309,1,Under-Graduate,Home,23575.89,0.1779,0
50,73453,1207382,48,Salaried,423,4,Graduate,Business,25432.98,0.3462,1
55,103478,1259962,60,Business,655,2,Graduate,Personal,21270.34,0.2056,0
55,48161,677267,60,Salaried,645,2,Under-Graduate,Vehicle,11379.42,0.2363,0
59,129296,985551,12,Business,536,4,Post-Graduate,Education,82749.31,0.64,0
47,155788,1904756,12,Business,632,4,Under-Graduate,Business,160104.82,1.0277,1
46,48349,1133685,12,Self-Employed,316,2,Post-Graduate,Education,95350.69,1.9721,1
34,62098,1636783,24,Salaried,723,4,Post-Graduate,Education,68965.46,1.1106,0
37,123435,1408218,48,Business,623,1,Graduate,Education,29748.91,0.241,0
38,146204,1416528,24,Self-Employed,322,2,Post-Graduate,Vehicle,59625.05,0.4078,0
49,66990,786152,48,Self-Employed,758,2,Graduate,Business,16558.16,0.2472,1
40,83921,1693305,60,Self-Employed,759,0,Under-Graduate,Education,28410.98,0.3385,0
47,182610,425987,24,Business,820,2,Graduate,Education,17872.72,0.0979,0
38,115572,556775,24,Salaried,856,0,Post-Graduate,Personal,23369.81,0.2022,0
24,22213,1435140,24,Business,720,4,Post-Graduate,Education,60544.47,2.7256,1
21,139693,1520698,36,Self-Employed,702,4,Post-Graduate,Personal,42694.37,0.3056,0
21,190295,1468167,48,Business,630,1,Under-Graduate,Business,30839.91,0.1621,1
46,106655,514702,48,Business,756,0,Graduate,Business,10847.4,0.1017,0
40,83371,1165472,24,Self-Employed,782,2,Under-Graduate,Business,49105.47,0.589,1
43,83274,1202007,36,Salaried,797,0,Graduate,Personal,33636.38,0.4039,0
30,122853,465162,24,Self-Employed,326,4,Under-Graduate,Vehicle,19614.4,0.1597,1
31,19134,1669884,48,Self-Employed,696,4,Under-Graduate,Vehicle,35243.58,1.8419,1
61,106428,1303914,60,Business,487,1,Post-Graduate,Education,21928.67,0.206,1
61,54601,1615491,36,Self-Employed,439,4,Under-Graduate,Business,45431.01,0.8321,1
25,88889,858593,36,Business,820,0,Under-Graduate,Home,24048.5,0.2705,1
21,30690,77738,24,Self-Employed,391,2,Graduate,Education,3281.1,0.1069,1
37,16909,1757861,60,Self-Employed,376,2,Under-Graduate,Vehicle,29715.61,1.7574,1
42,106239,1500255,48,Salaried,543,0,Post-Graduate,Vehicle,31578.77,0.2972,0
54,95032,107153,12,Self-Employed,387,1,Under-Graduate,Business,9007.15,0.0948,1
61,27062,1836884,48,Salaried,593,2,Graduate,Personal,38650.84,1.4282,1
49,90386,111009,48,Self-Employed,394,0,Graduate,Education,2332.93,0.0258,0
24,180803,1972946,60,Self-Employed,552,0,Under-Graduate,Personal,33101.99,0.1831,1
25,151225,935978,36,Self-Employed,850,4,Under-Graduate,Vehicle,26313.65,0.174,0
31,156553,534469,48,Salaried,698,4,Graduate,Business,11212.95,0.0716,0
41,114270,1795488,36,Business,353,1,Post-Graduate,Vehicle,50294.61,0.4401,0
55,81425,1416991,60,Salaried,542,1,Under-Graduate,Business,23916.14,0.2937,0
32,99981,846229,60,Self-Employed,409,1,Post-Graduate,Home,14276.09,0.1428,1
46,119470,1446850,24,Business,520,0,Post-Graduate,Personal,60724.16,0.5083,0
39,174277,121942,12,Self-Employed,863,0,Under-Graduate,Education,10285.47,0.059,0
27,103887,168065,60,Salaried,461,4,Post-Graduate,Business,2841.48,0.0274,0
27,96542,1374685,60,Salaried,334,2,Graduate,Home,23078.38,0.2391,0
46,190221,1374453,36,Business,336,1,Post-Graduate,Home,38566.03,0.2027,1
60,64112,496439,60,Salaried,669,3,Graduate,Personal,8379.44,0.1307,0
25,157012,1487902,48,Self-Employed,476,1,Under-Graduate,Business,31377.1,0.1998,1
41,74010,1618366,24,Business,820,4,Post-Graduate,Education,68008.75,0.9189,0
34,39485,732286,24,Self-Employed,574,0,Graduate,Education,30756.79,0.7789,0
24,104299,734143,48,Business,404,4,Graduate,Education,15496.57,0.1486,1
43,120584,657648,60,Business,455,4,Under-Graduate,Vehicle,11121.22,0.0922,1
62,147139,1266042,12,Self-Employed,635,4,Post-Graduate,Vehicle,106881.71,0.7264,0
40,35607,1469098,60,Salaried,325,3,Graduate,Business,24844.73,0.6977,1
35,76597,770156,24,Self-Employed,595,3,Graduate,Education,32465.55,0.4238,1
49,89554,340431,12,Salaried,836,1,Under-Graduate,Home,28778.03,0.3213,0
28,194593,1180680,36,Salaried,654,0,Post-Graduate,Education,33204.01,0.1706,0
61,30187,1784372,36,Self-Employed,368,4,Post-Graduate,Business,50271.74,1.6653,1
39,18985,1447636,60,Business,626,2,Graduate,Education,24320.6,1.281,1
59,189124,1844268,60,Self-Employed,450,1,Post-Graduate,Personal,31151.62,0.1647,0
48,165635,1565359,12,Business,876,1,Post-Graduate,Education,131530.1,0.7941,0
47,193394,1579275,12,Salaried,619,4,Post-Graduate,Home,132513.71,0.6852,1
24,66514,1888196,60,Business,751,1,Post-Graduate,Business,31815.47,0.4783,0
35,33608,1714069,24,Self-Employed,869,4,Post-Graduate,Business,72085.08,2.1449,0
55,86327,282321,36,Business,411,1,Post-Graduate,Home,7897.38,0.0915,0
57,32221,1982357,12,Salaried,761,0,Post-Graduate,Business,167647.25,5.203,0
21,63506,187837,24,Salaried,661,1,Graduate,Education,7922.19,0.1247,0
23,35968,494842,60,Business,502,1,Graduate,Business,8364.33,0.2325,0
44,142677,794067,48,Salaried,786,2,Post-Graduate,Education,16791.08,0.1177,0
47,174009,191879,12,Salaried,779,0,Post-Graduate,Business,16148.75,0.0928,0
60,195580,60204,48,Business,303,0,Under-Graduate,Education,1265.27,0.0065,0
56,187903,1846538,24,Salaried,428,0,Graduate,Education,77569.91,0.4128,0
54,189005,763304,36,Business,325,1,Under-Graduate,Home,21435.27,0.1134,1
49,193379,1927128,24,Business,326,3,Graduate,Home,81237.87,0.4201,1
44,194412,152903,36,Salaried,341,1,Under-Graduate,Vehicle,4292.34,0.0221,1
44,117951,465874,24,Business,882,4,Under-Graduate,Home,19603.47,0.1662,0
62,123306,873513,12,Salaried,363,2,Under-Graduate,Education,73380.11,0.5951,0
24,58601,830975,12,Salaried,324,0,Graduate,Education,69964.55,1.1939,1
23,87178,1657850,48,Salaried,371,4,Graduate,Business,34793.33,0.3991,1
54,174826,915754,24,Self-Employed,781,4,Post-Graduate,Business,38685.85,0.2213,0
43,189382,1979827,24,Salaried,567,3,Graduate,Vehicle,83074.99,0.4387,0
43,84893,624592,48,Business,394,0,Graduate,Education,13140.36,0.1548,0
25,101799,1950600,60,Business,694,1,Graduate,Vehicle,32753.86,0.3218,0
51,63367,1419268,24,Business,663,0,Graduate,Education,59912.32,0.9455,0
61,28201,1078341,24,Self-Employed,614,2,Post-Graduate,Home,45347.51,1.608,0
26,148811,1459167,24,Self-Employed,416,0,Post-Graduate,Business,61261.25,0.4117,1
57,28231,1662850,60,Business,463,4,Graduate,Vehicle,28021.68,0.9926,1
30,188567,386239,12,Business,876,4,Under-Graduate,Personal,32646.93,0.1731,0
60,167240,1190170,48,Self-Employed,605,1,Under-Graduate,Education,25148.26,0.1504,0
27,178696,400425,60,Business,499,1,Graduate,Home,6732.13,0.0377,0
59,156707,1689015,36,Salaried,479,1,Post-Graduate,Personal,47511.23,0.3032,1
58,24964,1958606,36,Salaried,657,2,Under-Graduate,Home,54782.16,2.1944,0
41,173857,1913222,60,Business,551,0,Post-Graduate,Home,32134.65,0.1848,0
40,27336,875177,60,Salaried,598,3,Post-Graduate,Education,14744.24,0.5394,1
23,92475,552939,12,Business,729,0,Under-Graduate,Home,46473.28,0.5025,0
42,173484,1272196,36,Self-Employed,303,1,Graduate,Vehicle,35809.45,0.2064,1
24,97212,191753,48,Business,553,2,Post-Graduate,Personal,4052.48,0.0417,0
48,90379,188056,24,Self-Employed,878,0,Under-Graduate,Home,7888.19,0.0873,0
32,60591,208651,24,Salaried,866,4,Post-Graduate,Home,8768.62,0.1447,1
58,76750,1975818,12,Salaried,395,0,Under-Graduate,Business,166352.29,2.1675,1
56,105648,284347,12,Salaried,466,4,Graduate,Business,23964.74,0.2268,0
61,111134,1808869,36,Business,630,0,Graduate,Vehicle,50964.84,0.4586,0
25,181526,1519191,48,Self-Employed,361,0,Graduate,Business,32096.04,0.1768,0
33,113537,736841,48,Self-Employed,473,0,Post-Graduate,Home,15534.7,0.1368,0
